CHEM,SMILES
OLEANDRIGENIN,CC(=O)OC1CC2(C3CCC4CC(CCC4(C3CCC2(C1C5=CC(=O)OC5)C)C)O)O
OLEANDRIN,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O
OLEANOGLYCOTOXIN-A,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C2C1)C)C(=O)O)C
OLEANOLIC-ACID,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C
OLEIC-ACID,CCCCCCCCC=CCCCCCCCC(=O)O
OLEUROPEIN,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
OLIVACINE,CC1=C2C=CNC(=C2C=C3C1=NC4=CC=CC=C43)C
OLIVETOL,CCCCCC1=CC(=CC(=C1)O)O
ONITIN,CC1=C(C(=C(C2=C1C(=O)C(C2)(C)C)O)C)CCO
ONOPORDOPICRIN,"CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO
CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO
CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO
CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO
CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO
CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)CO)C(=C)C(=O)O2)CO"
OPPOSIDE,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)C)O)O)O)O
ORCHINOL,COC1=CC2=C(C3=C(CC2)C=C(C=C3)O)C(=C1)OC
ORIDONIN,"CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C"
ORIENTIN,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O)O
ORIPAVINE,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)O)O4)OC
ORNITHINE,C(CC(C(=O)O)N)CN
OROXYLIN-A,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O
ORUWACIN,"COC1=C(C=CC(=C1)C=C2C3C4(C=CC5C4C(O3)OC=C5C(=O)OC)OC2=O)O
COC1=C(C=CC(=C1)C=C2C3C4(C=CC5C4C(O3)OC=C5C(=O)OC)OC2=O)O"
ORUWAL,COC1=C2C=CC(=CC2=C(C3=CC=CC=C31)OC)C=O
OSLADIN,"CC1CCC(OC1OC2C(C(C(C(O2)C)O)O)O)C(C)C3CCC4C3(CCC5C4CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C
CC1CCC(OC1OC2C(C(C(C(O2)C)O)O)O)C(C)C3CCC4C3(CCC5C4CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C
CC1CCC(OC1OC2C(C(C(C(O2)C)O)O)O)C(C)C3CCC4C3(CCC5C4CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C
CC1CCC(OC1OC2C(C(C(C(O2)C)O)O)O)C(C)C3CCC4C3(CCC5C4CC(=O)C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C"
OSMUNDALIN,"CC1C(C=CC(=O)O1)OC2C(C(C(C(O2)CO)O)O)O
CC1C(C=CC(=O)O1)OC2C(C(C(C(O2)CO)O)O)O"
OSTHOLE,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
OSTRUTHIN,CC(=CCCC(=CCC1=C(C=C2C(=C1)C=CC(=O)O2)O)C)C
OSTRUTHOL,CC=C(C)C(=O)OC(COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C(C)(C)O
OTOBAIN,CC1CC2=C(C(C1C)C3=CC4=C(C=C3)OCO4)C5=C(C=C2)OCO5
OTOSENINE,CC1CC2(C(O2)C)C(=O)OC3CCN(CC=C(C3=O)COC(=O)C1(C)O)C
OUABAGENIN,CC12CC(C3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(C(CC(C5)O)O)CO)O)O
OUABAIN,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
OVATIFOLIN,CC1=CC2C(C(CC(=CCC1)COC(=O)C)O)C(=C)C(=O)O2
OXALIC-ACID,C(=O)(C(=O)O)O
OXOPURPUREINE,COC1=C(C=C2C(=C1)C3=C(C(=C(C4=C3C(=NC=C4)C2=O)OC)OC)OC)OC
OXOUSHINSUNINE,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53
OXYACANTHINE,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)O)OC)OC
OXYAYANIN-A,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3O)OC)O)O
OXYCANTHINE,"CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)O)OC)OC
CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)O)OC)OC"
OXYGEN,O=O
OXYLYCORINE,CC(=O)[O-].C1C[N+]2=CC3=CC4=C(C=C3C5=CC(=CC1=C52)O)OCO4
OXYMATRINE,"C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]"
OXYNITIDINE,CN1C2=C(C=CC3=CC4=C(C=C32)OCO4)C5=CC(=C(C=C5C1=O)OC)OC
OXYPEUCEDANIN,"CC1(C(O1)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C
CC1(C(O1)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C
CC1(C(O1)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C"
OXYPEUCEDANIN-HYDRATE,CC(C)(C(COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)O)O
OXYSPARTEINE,"C1CCN2CC3CC(C2C1)C(=O)N4C3CCCC4
C1CCN2CC3CC(C2C1)C(=O)N4C3CCCC4
C1CCN2CC3CC(C2C1)C(=O)N4C3CCCC4"
P-ANISALDEHYDE,COC1=CC=C(C=C1)C=O
P-BENZOQUINONE,C1=CC(=O)C=CC1=O
P-COUMARATE,"C1=CC(=CC=C1C=CC(=O)O)O
C1=CC(=CC=C1C=CC(=O)O)[O-]"
P-COUMARIC-ACID,C1=CC(=CC=C1C=CC(=O)O)O
P-CRESOL,CC1=CC=C(C=C1)O
P-CYMENE,CC1=CC=C(C=C1)C(C)C
P-ETHOXY-BENZALDEHYDE,CCOC1=CC=C(C=C1)C=O
P-GLUCOSYLOXYMANDELONITRILE,C1=CC(=CC=C1C(C#N)O)OC2C(C(C(C(O2)CO)O)O)O
P-HYDROXYACETOPHENONE,CC(=O)C1=CC=C(C=C1)O
P-HYDROXYBENZALDEHYDE,C1=CC(=CC=C1C=O)O
P-HYDROXYBENZOATE,C1=CC(=CC=C1C(=O)O)[O-]
P-HYDROXYCINNAMOYLFERULOYLMETHANE,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O
P-METHOXY-PHENOL,COC1=CC=C(C=C1)O
P-METHOXYCINNAMALDEHYDE,COC1=CC=C(C=C1)C=CC=O
P-METHYLCATECHOL,CC1=CC(=C(C=C1)O)O
PABULENOL,CC(=C)C(COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)O
PACHYCARPINE,C1CCN2CC3CC(C2C1)CN4C3CCCC4
PACHYPODOL,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)OC)O
PAEDEROSIDE,CSC(=O)OCC1=CC2C3C1C(OC=C3C(=O)O2)OC4C(C(C(C(O4)CO)O)O)O
PAEONAL,CC(=O)C1=C(C=C(C=C1)OC)O
PAEONIFLORIGENONE,"CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O
CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O
CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O
CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O
CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O
CC12CC(=O)C3CC1(OC(C3COC(=O)C4=CC=CC=C4)O2)O"
PAEONIFLORIN,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O
PAEONOL,CC(=O)C1=C(C=C(C=C1)OC)O
PALASONIN,"CC12C3CCC(C1C(=O)OC2=O)O3
CC12C3CCC(C1C(=O)OC2=O)O3
CC12C3CCC(C1C(=O)OC2=O)O3"
PALLASONE-A,CCCCCCC=CCCCCCCCCCC1=CC(=O)C=C(C1=O)OC
PALMATINE,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
PALMIDROL,CCCCCCCCCCCCCCCC(=O)NCCO
PALMITIC-ACID,CCCCCCCCCCCCCCCC(=O)O
PALMITOLEIC-ACID,CCCCCCC=CCCCCCCCC(=O)O
PALUSTROSIDE,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(CO5)O)O)O)O)O)O)O)O
PANACENE,CCC1=C2C3C(CC(O3)C=C=CBr)OC2=CC=C1
PANAXACOL,CCCCCCCC(C(CC#CC#CC(=O)CC)O)O
PANAXYDOL,"CCCCCCCC1C(O1)CC#CC#CC(C=C)O
CCCCCCCC1C(O1)CC#CC#CC(C=C)O"
PANAXYNOL,"CCCCCCCC=CCC#CC#CC(C=C)O
CCCCCCCC=CCC#CC#CC(C=C)O
CCCCCCCC=CCC#CC#CC(C=C)O
CCCCCCCC=CCC#CC#CC(C=C)O
CCCCCCCC=CCC#CC#CC(C=C)O"
PANAXYTRIOL,CCCCCCCC(C(CC#CC#CC(C=C)O)O)O
PANCRATISTATIN,C1OC2=C(O1)C(=C3C(=C2)C4C(C(C(C(C4O)O)O)O)NC3=O)O
PANTOTHENIC-ACID,CC(C)(CO)C(C(=O)NCCC(=O)O)O
PAPAVERINE,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
PARAFFIN,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
PARASORBIC-ACID,CC1CC=CC(=O)O1
PARASORBOSIDE,CC1CC(CC(=O)O1)OC2C(C(C(C(O2)CO)O)O)O
PARAXANTHINE,CN1C=NC2=C1C(=O)N(C(=O)N2)C
PARILLIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)C)C)C)OC1
PARTHENIN,CC1CCC2C(C3(C1(C=CC3=O)O)C)OC(=O)C2=C
PARTHENOLIDE,"CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C"
PASSICOCCIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(CC(C=C3)OS(=O)(=O)O)C#N)O)O)O)O)O)O
PATCHOULI-ALCOHOL,CC1CCC2(C(C3CCC2(C1C3)C)(C)C)O
PATRINOSIDE,CC(C)CC(=O)OC1C2C(CC(C2CO)O)C(=CO1)COC3C(C(C(C(O3)CO)O)O)O
PATULETIN,COC1=C(C2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O
PAUCIN,CC1CC2C(CC3(C1C(CC3=O)OC4C(C(C(C(O4)COC(=O)C)O)O)O)C)C(=C)C(=O)O2
PECTIN,C1(C(C(OC(C1O)O)C(=O)O)O)O
PECTOLINARIGENIN,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O
PECTOLINARIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)OC)O)O)O)O)O)O
PEDICELLIN,COC1=C(C(=C(C(=C1OC)OC)OC)OC)C(=O)C=CC2=CC=CC=C2
PEDONIN,CC1(C2(C=CC(=O)O1)C(=O)C(C3(C(C2(C)O)CC(C(C34C(O4)C(=O)OC)(C)C(=O)C5=COC=C5)OC)C)(O)OC)C
PEDUNCULAGIN,C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O
PEIMINE,CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(C6C5(CCC(C6)O)C)O)(C)O
PELARGONIDIN,"C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O
C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O.[Cl-]"
PELARGONIN,"C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O.[Cl-]"
PELLETIERINE,"CC(=O)CC1CCCCN1
CC(=O)CC1CCCCN1"
PELLITORIN,CCCCCC=CC=CC(=O)NCC(C)C
PELLOTINE,"CC1C2=C(C(=C(C=C2CCN1C)OC)OC)O
CC1C2=C(C(=C(C=C2CCN1C)OC)OC)O
CC1C2=C(C(=C(C=C2CCN1C)OC)OC)O"
PENTAMETHYLQUERCETIN,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3OC)OC)OC)OC
PEONIDIN,"COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O
COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O.[Cl-]"
PEREZONE,CC1=CC(=O)C(=C(C1=O)O)C(C)CCC=C(C)C
PERILLAKETONE,CC(C)CCC(=O)C1=COC=C1
PERILLALDEHYDE,CC(=C)C1CCC(=CC1)C=O
PERILLYL-ALCOHOL,CC(=C)C1CCC(=CC1)CO
PERIPLOCIN,CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)OC7C(C(C(C(O7)CO)O)O)O
PERIPLOCYMARIN,"CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O
CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O"
PERIVINE,CC=C1CNC2CC3=C(C(=O)CC1C2C(=O)OC)NC4=CC=CC=C34
PERLOLINE,COC1=C(C=C(C=C1)[N+]2=CC3=C(C=CNC3=O)C4=CC=CC=C42)OC
PEROXYFEROLIDE,CC(=O)OC1CC(=C)C(CCC2(C(O2)C3C1C(=C)C(=O)O3)C)OO
PERUVOSIDE,"CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O
CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C=O)O)OC)O"
PETASIN,CC=C(C)C(=O)OC1CCC2=CC(=O)C(CC2(C1C)C)C(=C)C
PETASITENINE,CC1CC2(C(O2)C)C(=O)OC3CCN(CC=C(C3=O)COC(=O)C1(C)O)C
PETILINE,"CC1CCC(=NC1)C(C)C2CCC3C2(CCC4C3CC(=O)C5C4(CCC(C5)O)C)C
CC1CCC(=NC1)C(C)C2CCC3C2(CCC4C3CC(=O)C5C4(CCC(C5)O)C)C"
PETUNIDIN,"COC1=CC(=CC(=C1O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O
COC1=CC(=CC(=C1O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]"
PEUCEDANIN,CC(C)C1=C(C2=C(O1)C=C3C(=C2)C=CC(=O)O3)OC
PEUCENIDINE,CC(=CC(=O)OC(C)(C)C1C(C2=C(O1)C=CC3=C2OC(=O)C=C3)OC(=O)C)C
PHAEANTHARINE,C[N+]1=C(C2=CC(=C(C=C2C=C1)OC)OC)CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5=[N+](C=CC6=CC(=C(C=C65)OC)OC)C)OC
PHAEANTHINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC
PHANTOMOLIN,CCOC12C=C(CC(C3C(C(O1)C(=C2)C)OC(=O)C3=C)OC(=O)C(=C)C)C
PHASEOL,CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C
PHASEOLIN,CC1(C=CC2=C(O1)C=CC3=C2OC4C3COC5=C4C=CC(=C5)O)C
PHASEOLLIDIN,CC(=CCC1=C(C=CC2=C1OC3C2COC4=C3C=CC(=C4)O)O)C
PHASEOLLIN,CC1(C=CC2=C(O1)C=CC3=C2OC4C3COC5=C4C=CC(=C5)O)C
PHEBALOSIN,"CC(=C)C1C(O1)C2=C(C=CC3=C2OC(=O)C=C3)OC
CC(=C)C1C(O1)C2=C(C=CC3=C2OC(=O)C=C3)OC
CC(=C)C1C(O1)C2=C(C=CC3=C2OC(=O)C=C3)OC"
PHELLANDRENE,CC1=CCC(C=C1)C(C)C
PHELLOPTERIN,CC(=CCOC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)C
PHENETHYL-ISOTHIOCYANATE,C1=CC=C(C=C1)CCN=C=S
PHENETHYLAMINE,C1=CC=C(C=C1)CCN
PHENOL,C1=CC=C(C=C1)O
PHENYL-GLUCOSIDE,C1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O
PHENYLACETIC-ACID,C1=CC=C(C=C1)CC(=O)O
PHENYLALANINE,C1=CC=C(C=C1)CC(C(=O)O)N
PHENYLETHYL-2-METHYLBUTYRATE,CCC(C)C(=O)OCCC1=CC=CC=C1
PHENYLETHYLAMINE,C1=CC=C(C=C1)CCN
PHENYLHEPTATRIYNE,CC#CC#CC#CC1=CC=CC=C1
PHENYLHYDRAZINE,C1=CC=C(C=C1)NN
PHILLYRIN,"COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC
COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC
COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC
COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC
COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC"
PHLORETIN,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
PHLORIZIN,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O
PHLOROGLUCINOL,C1=C(C=C(C=C1O)O)O
PHORATOXIN,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC2CSSCC(C(=O)NC(C(=O)N1)CCCCN)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CSSCC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)NC(C(=O)N3)C(C)C)CCCNC(=N)N)CO)CC5=CC=CC=C5)CCCNC(=N)N)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C6CCCN6C2=O)C(C)O)C(C)O)C(C)O)C)CCCNC(=N)N)CC(=O)N)C(C)CC)CC7=CC=C(C=C7)O)CC(=O)N)C(C)O)C)CCCCN)CC(C)C)CO)NC(=O)C(CO)NC(=O)C(CCCCN)N)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NCC(=O)NC(CC8=CNC9=CC=CC=C98)C(=O)NC(CC(=O)N)C(=O)NC(CC1=CN=CN1)C(=O)O)CCCCN)C(C)O)CO)C(C)CC
PHORBOL,CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)O)O
